subject,body_text,url_count,has_urgency,label
Security Alert: Unauthorized login attempts detected,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-chase-support.net/login,2,1,1
Weekly Project Progress Update (Ref: 961),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Alice.",0,0,0
PayPal Support: Unauthorized funds transfer request,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-chase-support.net/login",3,0,1
Release notes for version 2.4.1 (Ref: 466),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Sarah.",0,0,0
Netflix: Your subscription has been suspended!,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-chase-support.net/login,2,1,1
Feedback on code design patterns (Ref: 124),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",1,0,0
Update Billing Information: Payment Restrict Alert,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-netflix-support.net/login,1,1,1
Weekly Project Progress Update (Ref: 965),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Alice.",1,0,0
System Warning: Update password immediately!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-chase-support.net/login,3,1,1
Client presentation slide deck (Ref: 226),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 690),"Merged PR #405: updates user session cookies validation handlers. Thanks, Alice.",1,0,0
Verify your banking details to avoid limitations,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,3,1,1
Feedback on code design patterns (Ref: 775),"We successfully deployed the latest security patches to the production clusters. Thanks, John.",0,0,0
Netflix: Your subscription has been suspended!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,1,1,1
New repository pull request merged (Ref: 488),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Alice.",0,0,0
Invoice Notification: Payment outstanding #83940,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-chase-support.net/login,2,1,1
New repository pull request merged (Ref: 523),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Sarah.",1,0,0
Security Alert: Unauthorized login attempts detected,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-netflix-support.net/login",3,0,1
Approved: Expense report #3904 (Ref: 540),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",1,0,0
Invoice Notification: Payment outstanding #83940,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",2,1,1
Quarterly financial report summary (Ref: 963),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Sarah.",1,0,0
Invoice Notification: Payment outstanding #83940,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-amazon-support.net/login",2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 710),"We successfully deployed the latest security patches to the production clusters. Thanks, David.",1,0,0
Security Alert: Unauthorized login attempts detected,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-netflix-support.net/login,2,1,1
New repository pull request merged (Ref: 233),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",0,0,0
Microsoft Account: Verify security settings now,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-chase-support.net/login,3,1,1
Release notes for version 2.4.1 (Ref: 991),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Sarah.",1,0,0
Microsoft Account: Verify security settings now,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",2,1,1
Annual performance evaluation reminder (Ref: 246),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",1,0,0
System Warning: Update password immediately!,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,1,1,1
Lunch reservation details (Ref: 370),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",0,0,0
"Congratulations! You won a $1,000 reward voucher","Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",2,0,1
New repository pull request merged (Ref: 144),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",1,0,0
Netflix: Your subscription has been suspended!,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-amazon-support.net/login,2,1,1
Lunch reservation details (Ref: 544),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",0,0,0
Update Billing Information: Payment Restrict Alert,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-amazon-support.net/login,3,1,1
Client presentation slide deck (Ref: 206),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",0,0,0
Update Billing Information: Payment Restrict Alert,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-netflix-support.net/login,1,1,1
Weekly Project Progress Update (Ref: 222),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Alice.",1,0,0
Microsoft Account: Verify security settings now,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 452),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Sarah.",0,0,0
Security Alert: Unauthorized login attempts detected,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-chase-support.net/login,3,1,1
New repository pull request merged (Ref: 465),"We successfully deployed the latest security patches to the production clusters. Thanks, Sarah.",0,0,0
"Congratulations! You won a $1,000 reward voucher","Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",1,0,1
Approved: Expense report #3904 (Ref: 782),"Merged PR #405: updates user session cookies validation handlers. Thanks, David.",1,0,0
Verify your banking details to avoid limitations,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-netflix-support.net/login,2,1,1
Quarterly financial report summary (Ref: 103),"Merged PR #405: updates user session cookies validation handlers. Thanks, David.",1,0,0
Verify your banking details to avoid limitations,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-chase-support.net/login,2,1,1
New repository pull request merged (Ref: 113),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, David.",1,0,0
"Congratulations! You won a $1,000 reward voucher","To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",3,0,1
Lunch reservation details (Ref: 676),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, John.",1,0,0
System Warning: Update password immediately!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-netflix-support.net/login,3,1,1
Annual performance evaluation reminder (Ref: 887),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Sarah.",1,0,0
PayPal Support: Unauthorized funds transfer request,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-chase-support.net/login,2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 588),"We successfully deployed the latest security patches to the production clusters. Thanks, Alice.",1,0,0
Netflix: Your subscription has been suspended!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-netflix-support.net/login",3,1,1
Client presentation slide deck (Ref: 708),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Alice.",0,0,0
Verify your banking details to avoid limitations,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,1,1,1
New repository pull request merged (Ref: 904),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",0,0,0
Microsoft Account: Verify security settings now,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-amazon-support.net/login,3,1,1
Feedback on code design patterns (Ref: 708),"Attached are the slides for the client presentation. Please review them before the call. Thanks, John.",0,0,0
System Warning: Update password immediately!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-amazon-support.net/login",3,1,1
Approved: Expense report #3904 (Ref: 350),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",1,0,0
PayPal Support: Unauthorized funds transfer request,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-netflix-support.net/login,1,0,1
Lunch reservation details (Ref: 630),"Attached are the slides for the client presentation. Please review them before the call. Thanks, David.",0,0,0
System Warning: Update password immediately!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-chase-support.net/login,1,1,1
Feedback on code design patterns (Ref: 389),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",0,0,0
Security Alert: Unauthorized login attempts detected,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,1,1,1
Weekly Project Progress Update (Ref: 435),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",1,0,0
Netflix: Your subscription has been suspended!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-paypal-support.net/login,2,1,1
Lunch reservation details (Ref: 754),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, John.",0,0,0
Update Billing Information: Payment Restrict Alert,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-amazon-support.net/login,1,1,1
Quarterly financial report summary (Ref: 986),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, John.",1,0,0
Netflix: Your subscription has been suspended!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-paypal-support.net/login",2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 708),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, Alice.",1,0,0
URGENT: Verify your account activity immediately!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",1,1,1
Client presentation slide deck (Ref: 616),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",1,0,0
"Congratulations! You won a $1,000 reward voucher",Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,3,1,1
Release notes for version 2.4.1 (Ref: 948),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",0,0,0
Security Alert: Unauthorized login attempts detected,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,1,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 112),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",1,0,0
System Warning: Update password immediately!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-paypal-support.net/login,2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 379),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, John.",1,0,0
Security Alert: Unauthorized login attempts detected,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,3,1,1
Weekly Project Progress Update (Ref: 572),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",0,0,0
URGENT: Verify your account activity immediately!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-chase-support.net/login",3,1,1
Lunch reservation details (Ref: 598),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Alice.",1,0,0
Netflix: Your subscription has been suspended!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,1,1,1
Annual performance evaluation reminder (Ref: 774),"Your request for business travel expenses has been reviewed and approved by management. Thanks, David.",0,0,0
Security Alert: Unauthorized login attempts detected,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,3,1,1
Feedback on code design patterns (Ref: 890),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Alice.",0,0,0
Netflix: Your subscription has been suspended!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-paypal-support.net/login,3,1,1
Weekly Project Progress Update (Ref: 430),"Your request for business travel expenses has been reviewed and approved by management. Thanks, John.",1,0,0
PayPal Support: Unauthorized funds transfer request,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-netflix-support.net/login",3,0,1
Agenda for Tomorrow's Standup Meeting (Ref: 108),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, John.",0,0,0
Security Alert: Unauthorized login attempts detected,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",1,0,1
Approved: Expense report #3904 (Ref: 993),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",1,0,0
Verify your banking details to avoid limitations,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 288),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Sarah.",1,0,0
URGENT: Verify your account activity immediately!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",3,1,1
Weekly Project Progress Update (Ref: 865),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, John.",1,0,0
Update Billing Information: Payment Restrict Alert,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,3,1,1
Release notes for version 2.4.1 (Ref: 744),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",0,0,0
Verify your banking details to avoid limitations,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 372),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",0,0,0
Netflix: Your subscription has been suspended!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-chase-support.net/login,1,1,1
Quarterly financial report summary (Ref: 117),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",0,0,0
URGENT: Verify your account activity immediately!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",1,1,1
Client presentation slide deck (Ref: 461),"Merged PR #405: updates user session cookies validation handlers. Thanks, John.",0,0,0
"Congratulations! You won a $1,000 reward voucher",Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,1,1,1
Feedback on code design patterns (Ref: 228),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Alice.",0,0,0
Security Alert: Unauthorized login attempts detected,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-netflix-support.net/login,3,1,1
Lunch reservation details (Ref: 831),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, John.",0,0,0
Invoice Notification: Payment outstanding #83940,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",3,1,1
Annual performance evaluation reminder (Ref: 616),"We successfully deployed the latest security patches to the production clusters. Thanks, Sarah.",1,0,0
Verify your banking details to avoid limitations,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",2,1,1
Release notes for version 2.4.1 (Ref: 237),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, John.",1,0,0
Invoice Notification: Payment outstanding #83940,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-paypal-support.net/login",2,1,1
Feedback on code design patterns (Ref: 298),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, John.",0,0,0
PayPal Support: Unauthorized funds transfer request,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-amazon-support.net/login,1,1,1
Quarterly financial report summary (Ref: 355),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Alice.",1,0,0
"Congratulations! You won a $1,000 reward voucher",Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-chase-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 212),"Attached are the slides for the client presentation. Please review them before the call. Thanks, David.",1,0,0
Verify your banking details to avoid limitations,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-netflix-support.net/login",2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 494),"Attached are the slides for the client presentation. Please review them before the call. Thanks, John.",1,0,0
System Warning: Update password immediately!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-chase-support.net/login,3,1,1
Release notes for version 2.4.1 (Ref: 350),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Sarah.",1,0,0
"Congratulations! You won a $1,000 reward voucher",We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-chase-support.net/login,3,1,1
Annual performance evaluation reminder (Ref: 835),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Alice.",1,0,0
Invoice Notification: Payment outstanding #83940,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 659),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, Alice.",0,0,0
Netflix: Your subscription has been suspended!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-paypal-support.net/login",1,1,1
Feedback on code design patterns (Ref: 156),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, David.",1,0,0
PayPal Support: Unauthorized funds transfer request,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-chase-support.net/login,3,1,1
Lunch reservation details (Ref: 119),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Alice.",1,0,0
Security Alert: Unauthorized login attempts detected,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-amazon-support.net/login,3,1,1
Client presentation slide deck (Ref: 900),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",1,0,0
Security Alert: Unauthorized login attempts detected,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-chase-support.net/login,1,1,1
Lunch reservation details (Ref: 384),"Your request for business travel expenses has been reviewed and approved by management. Thanks, David.",1,0,0
Netflix: Your subscription has been suspended!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-netflix-support.net/login,1,1,1
Feedback on code design patterns (Ref: 320),"We successfully deployed the latest security patches to the production clusters. Thanks, Alice.",0,0,0
PayPal Support: Unauthorized funds transfer request,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-chase-support.net/login,2,1,1
Quarterly financial report summary (Ref: 559),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",0,0,0
"Congratulations! You won a $1,000 reward voucher",You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-paypal-support.net/login,3,0,1
New repository pull request merged (Ref: 789),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Alice.",1,0,0
System Warning: Update password immediately!,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,1,1,1
New repository pull request merged (Ref: 379),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, David.",0,0,0
"Congratulations! You won a $1,000 reward voucher","A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",2,0,1
New repository pull request merged (Ref: 362),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",0,0,0
"Congratulations! You won a $1,000 reward voucher",Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,3,1,1
Annual performance evaluation reminder (Ref: 754),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",0,0,0
Verify your banking details to avoid limitations,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-amazon-support.net/login",2,1,1
Annual performance evaluation reminder (Ref: 392),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",1,0,0
Microsoft Account: Verify security settings now,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,1,1,1
Approved: Expense report #3904 (Ref: 938),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",1,0,0
Verify your banking details to avoid limitations,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 314),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",0,0,0
"Congratulations! You won a $1,000 reward voucher","A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-paypal-support.net/login",2,0,1
Agenda for Tomorrow's Standup Meeting (Ref: 882),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",1,0,0
Invoice Notification: Payment outstanding #83940,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-chase-support.net/login,1,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 677),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, David.",0,0,0
Verify your banking details to avoid limitations,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",2,1,1
Annual performance evaluation reminder (Ref: 280),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Alice.",0,0,0
Verify your banking details to avoid limitations,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-chase-support.net/login,2,1,1
Lunch reservation details (Ref: 137),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, John.",0,0,0
Microsoft Account: Verify security settings now,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-netflix-support.net/login",2,1,1
New repository pull request merged (Ref: 674),"Merged PR #405: updates user session cookies validation handlers. Thanks, Alice.",0,0,0
Invoice Notification: Payment outstanding #83940,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,2,1,1
Release notes for version 2.4.1 (Ref: 933),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",0,0,0
Netflix: Your subscription has been suspended!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",3,1,1
Feedback on code design patterns (Ref: 379),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, John.",0,0,0
"Congratulations! You won a $1,000 reward voucher","A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-chase-support.net/login",2,0,1
Approved: Expense report #3904 (Ref: 286),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Alice.",1,0,0
Security Alert: Unauthorized login attempts detected,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-amazon-support.net/login,2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 730),"Merged PR #405: updates user session cookies validation handlers. Thanks, David.",1,0,0
Update Billing Information: Payment Restrict Alert,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-netflix-support.net/login,2,1,1
Release notes for version 2.4.1 (Ref: 293),"Your request for business travel expenses has been reviewed and approved by management. Thanks, David.",1,0,0
Security Alert: Unauthorized login attempts detected,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-chase-support.net/login,3,1,1
Annual performance evaluation reminder (Ref: 927),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",0,0,0
URGENT: Verify your account activity immediately!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-amazon-support.net/login,1,1,1
Feedback on code design patterns (Ref: 772),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Sarah.",1,0,0
Microsoft Account: Verify security settings now,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-chase-support.net/login,1,1,1
Weekly Project Progress Update (Ref: 681),"We successfully deployed the latest security patches to the production clusters. Thanks, Alice.",1,0,0
Netflix: Your subscription has been suspended!,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-amazon-support.net/login,1,1,1
Feedback on code design patterns (Ref: 423),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, John.",0,0,0
Netflix: Your subscription has been suspended!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",3,1,1
Weekly Project Progress Update (Ref: 349),"We successfully deployed the latest security patches to the production clusters. Thanks, John.",0,0,0
Invoice Notification: Payment outstanding #83940,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-paypal-support.net/login,2,1,1
Annual performance evaluation reminder (Ref: 110),"Merged PR #405: updates user session cookies validation handlers. Thanks, David.",1,0,0
System Warning: Update password immediately!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-netflix-support.net/login,2,1,1
Quarterly financial report summary (Ref: 202),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",1,0,0
URGENT: Verify your account activity immediately!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,2,1,1
Annual performance evaluation reminder (Ref: 822),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",0,0,0
Verify your banking details to avoid limitations,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-amazon-support.net/login,1,1,1
Lunch reservation details (Ref: 892),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Alice.",0,0,0
Netflix: Your subscription has been suspended!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,3,1,1
New repository pull request merged (Ref: 571),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",0,0,0
Security Alert: Unauthorized login attempts detected,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-amazon-support.net/login",2,0,1
Annual performance evaluation reminder (Ref: 142),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",1,0,0
System Warning: Update password immediately!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-paypal-support.net/login,2,1,1
Quarterly financial report summary (Ref: 121),"We successfully deployed the latest security patches to the production clusters. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 821),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, Alice.",1,0,0
URGENT: Verify your account activity immediately!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-amazon-support.net/login,2,1,1
Annual performance evaluation reminder (Ref: 560),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Sarah.",0,0,0
Security Alert: Unauthorized login attempts detected,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,3,1,1
Quarterly financial report summary (Ref: 883),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, David.",1,0,0
